,alcohol_headwind,na_functional_bev,sober_social_venues,irl_experiences,wellness_third_space,pet_connection,analog_tactile,swipe_fatigue,gen_alpha_gaming,value_thrift,home_social_hub,sleep_wellness,ai_infra_paradox,ai_platform_sentiment,cybersecurity,mental_health_services
2026,-0.023735182869645866,0.042752112502271046,0.051969378970574,0.03743376940357062,0.03274129062377781,0.06633085764475774,0.03764604060938768,-0.04664481461353971,0.045433660204315135,0.022723006904676546,0.018540315769382226,0.027378261937434808,0.055410540064365826,-0.013313574074838234,0.03129283477910806,0.02687928053529639
2027,-0.06459953488468012,0.11592761271802915,0.1390824815427945,0.097056525550507,0.0864842417051333,0.1814483934464401,0.09736867388166497,-0.12708828812672662,0.12160158745610064,0.059102964914424606,0.04750410154388068,0.07357572313700159,0.14518553161550435,-0.03426130919313103,0.08393669994561731,0.07020384522007278
2028,-0.1195494360872195,0.2129817719528672,0.25141020767668915,0.1724814847021136,0.15609665407017886,0.3340500560441598,0.17298506786803708,-0.23278984456882232,0.2222892766080375,0.10567897363888272,0.082759423831567,0.1322228363277649,0.2583786588708229,-0.05963089264595243,0.15301557289183493,0.12371732170523017
2029,-0.18740552895589696,0.3295202225758772,0.3831735271336618,0.2574505414230564,0.23731834770624602,0.5140452419175918,0.2582575289714556,-0.3564199012706264,0.33744707440948496,0.1575246704658202,0.12224185331925588,0.202073209948388,0.3832982029415378,-0.0883232376261022,0.23486847595269367,0.1864305598270872
2030,-0.26567007079695837,0.4569648034451158,0.5240675404356607,0.3484029330076775,0.3261779932179039,0.7129989391159259,0.35025668722075787,-0.49630697215228864,0.46327630730515645,0.21430351250848767,0.16432164228177462,0.2776021835207372,0.5186895964544649,-0.11987302529693564,0.3235312333319399,0.2540248125618096
2031,-0.3512986237646618,0.5956244520335956,0.6733580869976046,0.4428246479804433,0.422894028410572,0.9276816849220962,0.44635755377823394,-0.6468943494867905,0.5996563893272726,0.27482599525101703,0.2085238809135324,0.35909772585687777,0.6610392309836522,-0.15074004860703138,0.4182216325072512,0.32655909091733915
2032,-0.44377759946226075,0.7415233537665684,0.8258033745327948,0.5414507470608579,0.5223075596028944,1.1556855439175422,0.5459821781789839,-0.8085087721316442,0.7433339831452848,0.33615330535583343,0.25173261040171724,0.443335266397328,0.8079508956204005,-0.18183675268966554,0.5167708718300208,0.4009693617531509
2033,-0.5441785415603912,0.890507622044103,0.9855410705346166,0.6432844180386603,0.6256799957359556,1.3847163609988506,0.646080094217339,-0.9751764765266193,0.8849885012135237,0.40171964701031604,0.2967918282248938,0.5297768610788738,0.9634586193071346,-0.21609592177727616,0.621944275646519,0.4763097526157256
2034,-0.6475781177546472,1.0470477097968844,1.15054236348532,0.7480743598703972,0.7311581198658783,1.6286314286977368,0.7511818529640277,-1.1532761758446295,1.0331506491961862,0.4662780041754956,0.3428366980370526,0.6208079183335851,1.1164522004868926,-0.24910905452482743,0.7282306608835876,0.5513507506439531
2035,-0.7548024456169331,1.2053543249539251,1.3186149397254439,0.8525054680598996,0.8367104458313421,1.8774183167486553,0.8577538224413066,-1.333617016879102,1.180506428371462,0.5290387979786307,0.3867283708446011,0.7140469565999232,1.2729861469639898,-0.2836252740399807,0.8321335480238234,0.6290021974226587
2036,-0.8651245266312475,1.3678693675773184,1.4901672991783004,0.9589067211432791,0.9454726064073774,2.125571824567057,0.9608758540274382,-1.523740325200796,1.3364385500629004,0.5950843709637323,0.43191922861010923,0.8054928418211896,1.4297168154308015,-0.31763885392766605,0.9363677954732825,0.71345931791609
2037,-0.9799915742589849,1.5381950619684872,1.65360216060524,1.0673439926852861,1.053150139249377,2.3931864469997888,1.0690423756337641,-1.7127216889624672,1.4905715334634406,0.6580187783558468,0.47789942347818876,0.8999376216333934,1.5826322155159986,-0.3497030062951899,1.0439659983519727,0.7941423064883107
2038,-1.0997644118896555,1.7086779760209838,1.825953540494056,1.1762238853531317,1.1640505201375873,2.6660633651561025,1.1749842895937184,-1.909139009959538,1.6458034158108235,0.7225806764893072,0.5214067317206614,0.9958688031372336,1.736885934472363,-0.3862394692656304,1.1521210529070105,0.8760934076022904
2039,-1.219619504486071,1.8840284469039763,1.9968573793112228,1.2830782143479618,1.2738237869966205,2.933087055333032,1.2838536504116216,-2.101918998987166,1.8028821878863814,0.7898998352132489,0.5659732101755646,1.0891644822865527,1.8918253545619796,-0.4212943412383246,1.2664124581834857,0.9553493064148603
2040,-1.3422797399484714,2.058023462596228,2.173097760502893,1.3888212587129827,1.3878280783807397,3.2024749253923352,1.3884335510041725,-2.296754971495537,1.960438965476054,0.854964291343392,0.6126437846021675,1.1846933818795686,2.0495495335647576,-0.4567047346205182,1.3776403944610403,1.0336160066947429
